V_COD_ESTA,V_COD_TIPO,V_COD_ANESTA,V_NOM_ESTA,V_COD_CUEN,V_COD_CATE,V_COD_PROV,V_COD_DEP,V_COD_DIST,V_COD_ENTI,V_COD_DRE,N_LON_GRAD,N_LON_MIN,N_LON_SEG,N_LON_SIG,N_LAT_GRAD,N_ALT_MTS,N_LAT_MIN,N_LAT_SEG,N_LAT_SIG,V_COD_COND,V_SUB_ESTA,V_CLAS_ESTA,V_COD_ZONA,V_COD_CUENCA,V_NOM_CUENCA,V_COD_POSTAL,N_MIN_HELADA,N_MAX_HELADA
4AD050B4,M2,4AD050B4,CORONGO,,17,,,,UNAS,,,,,-77.910190,,"3,541",,,-8.509420,F,A,SUT,,,,,,
4AD0652E,M2,4AD0652E,SAN NICOLAS,,17,,,,UNAS,,,,,-77.184750,,"2,386",,,-8.980390,F,A,SUT,,,,,,
4AD07658,M2,4AD07658,CADASBAMBA,,17,,,,UNAS,,,,,-77.581030,,"2,873",,,-8.623840,F,A,SUT,,,,,,
4AD086DC,M2,4AD086DC,PURHUAY,,17,,,,UNAS,,,,,-77.202340,,"3,476",,,-9.315430,F,A,SUT,,,,,,
4AD095AA,M2,4AD095AA,SHANCAYAN,,17,,,,UNAS,,,,,-77.525240,,"3,078",,,-9.516810,P,A,SUT,,,,,,
4AD0A030,M2,4AD0A030,HUARMEY,,17,,,,UNAS,,,,,-78.166530,,20,,,-10.083600,F,A,SUT,,,,,,
4AD0B346,M2,4AD0B346,POMABAMBA,,17,,,,UNAS,,,,,-77.460520,,"3,024",,,-8.820020,F,A,SUT,,,,,,
4AD0C5D6,M2,4AD0C5D6,PASTO RURI,,17,,,,UNAS,,,,,-77.173390,,"4,938",,,-9.898600,F,A,SUT,,,,,,
4AD0D6A0,M2,4AD0D6A0,NEPEÐ,,17,,,,UNAS,,,,,-78.359810,,140,,,-9.173580,P,A,SUT,,,,,,
270503,H,210801,PUENTE ZAPATILLA,06,06,,,,SEN,,,,,-69.578700,,"3,846",,,-16.138600,F,C,CON,,,,,,
100150,M,000852,YACANGO,47,11,,,,SEN,,,,,-70.866990,,"2,191",,,-17.090780,F,C,CON,,,,,,
472117B8,O,472117B8,ILO,52,19,,,,IMP,,,,,-71.336140,,150,,,-17.645780,P,A,SUT,,,,,,
117054,M,117054,ARICOTA,48,11,,,,SEN,,,,,-70.237310,,"2,850",,,-17.329130,F,C,CON,,,,,,
114004,M,000696,UCHUYTAMBO,36,11,,,,SEN,,,,,-74.700280,,"3,701",,,-14.330280,C,C,CON,,,,,,
113039,M,000688,URCOS,03,11,,,,SEN,,,,,-71.633610,,"3,666",,,-13.700280,C,C,CON,,,,,,
221301,H,221907,ALGARROBO,13,05,,,,SEN,,,,,-78.683610,,650,,,-5.800280,C,C,CON,,,,,,
221302,H,220902,AMOJAO,13,06,,,,SEN,,,,,-78.483610,,476,,,-5.466940,C,C,CON,,,,,,
221303,H,201111,BALZAS,13,06,,,,SEN,,,,,-78.030240,,847,,,-6.844650,F,C,CON,,,,,,
221304,H,220209,EL PORTECHUELO,13,06,,,,SEN,,,,,-77.715560,,"2,675",,,-7.912780,C,C,CON,,,,,,
105082,M,152230,VALLE LA CONQUISTA,01,15,,,,SEN,,,,,-77.133610,,850,,,-5.866940,C,C,CON,,,,,,
260601,H,260601,CHONTACHACA,06,05,,,,SEN,,,,,-71.490280,,"1,075",,,-13.032500,C,C,CON,,,,,,
117195,M,117195,ILO FAP,00,14,,,,FAP,,,,,-71.333330,,60,,,-17.683330,P,C,CON,,,,,,
103343,M,103343,MORONA FAP,05,14,,,,FAP,,,,,-73.316670,,100,,,-3.783330,P,C,CON,,,,,,
104237,M,104237,ISLANDIA FAP,02,14,,,,FAP,,,,,-70.033330,,60,,,-4.350000,P,C,CON,,,,,,
111581,M,111581,JAUJA FAP,08,14,,,,FAP,,,,,-75.483330,,"3,363",,,-11.783330,P,C,CON,,,,,,
106266,M,106266,JUANCITO FAP,11,14,,,,FAP,,,,,-74.866670,,127,,,-6.033330,P,C,CON,,,,,,
103485,M,103485,JIMENEZ BANDA FAP,06,14,,,,FAP,,,,,-78.283330,,700,,,-3.700000,P,C,CON,,,,,,
107103,M,107103,JUANJUI FAP,07,14,,,,FAP,,,,,-76.716670,,263,,,-7.150000,P,C,CON,,,,,,
116069,M,116069,LA JOYA FAP,00,14,,,,FAP,,,,,-71.883330,,"1,255",,,-16.766670,P,C,CON,,,,,,
104238,M,104238,LA VISTA FAP,14,14,,,,FAP,,,,,-77.500000,,278,,,-4.650000,P,C,CON,,,,,,
112166,M,112166,AEROPUERTO INTERNACIONAL FAP,26,14,,,,FAP,,,,,-77.114410,,21,,,-12.007550,P,C,CON,,,,,,
113134,M,113134,LOCUMBA FAP,48,14,,,,FAP,,,,,-70.750000,,625,,,-17.616670,P,C,CON,,,,,,
112167,M,112167,PALMAPAMPA FAP,09,14,,,,FAP,,,,,-73.583330,,906,,,-12.833330,P,C,CON,,,,,,
100155,M,100155,PANTOJA FAP,02,14,,,,FAP,,,,,-75.166670,,200,,,-0.966670,P,C,CON,,,,,,
113135,M,113135,PISCO FAP,34,14,,,,FAP,,,,,-76.216670,,11,,,-13.733330,P,C,CON,,,,,,
105117,M,105117,PORCULLA FAP,10,14,,,,FAP,,,,,-79.507630,,"1,689",,,-5.844610,P,C,CON,,,,,,
112168,M,112168,PUERTO MALDONADO FAP,04,14,,,,FAP,,,,,-69.216670,,207,,,-12.616670,P,C,CON,,,,,,
104239,M,104239,RAMON CASTILLA FAP,05,14,,,,FAP,,,,,-69.982440,,107,,,-4.316900,P,C,CON,,,,,,
105118,M,105118,REQUENA FAP,11,14,,,,FAP,,,,,-73.835560,,118,,,-5.042640,P,C,CON,,,,,,
112169,M,112169,SAN FRANCISCO FAP,09,14,,,,FAP,,,,,-73.816670,,596,,,-12.566670,P,C,CON,,,,,,
108070,M,108070,SANTA LUCIA FAP,07,14,,,,FAP,,,,,-76.383330,,490,,,-8.333330,P,C,CON,,,,,,
104240,M,104240,SAN LORENZO FAP,14,14,,,,FAP,,,,,-76.333330,,133,,,-4.833330,P,C,CON,,,,,,
104241,M,104241,SARAMURO FAP,14,14,,,,FAP,,,,,-75.833330,,135,,,-4.750000,P,C,CON,,,,,,
104242,M,104242,SEPAHUA FAP,14,14,,,,FAP,,,,,-74.833330,,106,,,-4.750000,P,C,CON,,,,,,
118008,M,118008,TACNA FAP,50,14,,,,FAP,,,,,-70.250000,,542,,,-18.033330,P,C,CON,,,,,,
104243,M,104243,EL PATO FAP,00,14,,,,FAP,,,,,-81.250000,,67,,,-4.566670,P,C,CON,,,,,,
102012,M,102012,TENIENTE LOPEZ FAP,01,14,,,,FAP,,,,,-76.216670,,245,,,-2.533330,P,C,CON,,,,,,
106267,M,106267,TARAPOTO FAP,01,14,,,,FAP,,,,,-76.366670,,240,,,-6.516670,P,C,CON,,,,,,
109080,M,109080,TINGO MARIA FAP,07,14,,,,FAP,,,,,-76.016670,,"1,080",,,-9.300000,P,C,CON,,,,,,
108071,M,108071,TOCACHE FAP,07,14,,,,FAP,,,,,-76.450000,,"1,125",,,-8.183330,P,C,CON,,,,,,
103486,M,103486,TROMPETEROS FAP,01,14,,,,FAP,,,,,-75.016670,,129,,,-3.800000,P,C,CON,,,,,,
103487,M,103487,TUMBES FAP,01,14,,,,FAP,,,,,-80.366670,,10,,,-3.533330,P,C,CON,,,,,,
116070,M,116070,VITOR FAP,45,14,,,,FAP,,,,,-71.833330,,"1,596",,,-16.416670,P,C,CON,,,,,,
105119,M,105119,YURIMAGUAS FAP,06,13,,,,FAP,,,,,-76.100000,,134,,,-5.883330,P,C,CON,,,,,,
472070A0,M2,472070A0,JUANCITO,11,17,,,,SEN,,,,,-74.852310,,120,,,-6.030690,C,A,SUT,,,,,,
115140,M,000865,SANTA LUCIA,03,11,,,,SEN,,,,,-70.599300,,"4,045",,,-15.694100,F,C,CON,,,,,,
230716,H,230716,TIOYACU,01,05,,,,SEN,,,,,-77.266670,,"2,200",,,-6.283330,C,C,CON,,,,,,
113130,M2,113130,CAY CAY,03,21,,,,SEN,,,,,-72.123890,,"3,071",,,-13.310560,C,A,DAV,,,,,,
114105,M,006642,SANTIAGO,35,16,,,,SEN,,,,,-75.647870,,417,,,-14.192900,F,C,CON,,,,,,
113131,M,113131,URUBAMBA,03,21,,,,SEN,,,,,-72.125240,,"3,071",,,-13.303590,C,A,DAV,,,,,,
110131,M,005572,VILLA RICA,05,11,,,,SEN,,,,,-75.248100,,"1,279",,,-10.786200,P,C,CON,,,,,,
113140,M,006230,SOCSI CAnET,31,16,,,,SEN,,,,,-76.200270,,302,,,-13.030510,F,C,CON,,,,,,
105121,M,105121,PASAJE SUR,54,11,,,,SEN,,,,,-79.971840,,85,,,-5.917410,F,C,CON,,,,,,
4724B080,H,4721A436,EL CIRUELO,04,22,,,,SEN,,,,,-80.167070,,243,,,-4.299090,C,A,SUT,,,,,,
472606FA,M1,472606FA,AYABACA,04,17,,,,SEN,,,,,-79.710770,,"2,648",,,-4.637760,F,A,SUT,,,,,,
4725C4EA,M1,4725C4EA,SATIPO,05,21,,,,SEN,,,,,-74.700280,,"1,370",,,-11.233610,F,A,SUT,,,,,,
47257764,M,47234230,TARMA,05,21,,,,SEN,,,,,-75.689900,,"3,025",,,-11.396700,F,A,SUT,,,,,,
4725D79C,M1,472334A0,OXAPAMPA,02,17,,,,SEN,,,,,-75.384170,,"1,850",,,-10.594170,F,A,SUT,,,,,,
4725346E,H,472240CA,PUENTE TOCACHE,07,18,,,,SEN,,,,,-76.500280,,480,,,-8.181670,C,A,SUT,,,,,,
111163,M,111163,UNJF SANCHEZ CARRION - HUACHO,00,12,,,,SEN,,,,,-77.606030,,45,,,-11.123860,F,C,CON,,,,,,
105122,M,105122,CERRO DE ARENA,54,11,,,,SEN,,,,,-80.204630,,59,,,-5.924610,F,C,CON,,,,,,
230715,H,221823,PICOTA,07,05,,,,SEN,,,,,-76.327200,,214,,,-6.919500,F,C,CON,,,,,,
110127,M,110127,PACAYZAPA,01,11,,,,SEN,,,,,-76.761700,,913,,,-6.281800,F,C,CON,,,,,,
103201,M,103201,INTUTO FAP,01,14,,,,FAP,,,,,-75.250000,,138,,,-3.500000,P,C,CON,,,,,,
4724C610,H,4721B740,PUENTE nACAR,05,22,,,,SEN,,,,,-80.172930,,91,,,-5.112900,C,A,SUT,,,,,,
113155,M,113155,CHOCCORO,08,11,,,,CON,,,,,-74.473080,,"4,060",,,-13.413470,P,C,CON,,,,,,
113156,M,113156,APACHETA,08,11,,,,CON,,,,,-74.645580,,"4,242",,,-13.347560,P,C,CON,,,,,,
47256412,H,47256412,ENAFER,05,18,,,,SEN,,,,,-70.023560,,"3,808",,,-15.838000,P,A,SUT,,,,,,
47252718,H,47227550,ENAPU PERU,05,22,,,,SEN,,,,,-73.236940,,126,,,-3.727220,P,A,SUT,,,,,,
113170,M,113170,CHAKICCOCHA,10,15,,,,CON,,,,,-74.459720,,"4,114",,,-13.450560,F,C,CON,,,,,,
113171,M,113171,PAMPA CANGALLO,10,11,,,,CON,,,,,-74.197860,,"3,351",,,-13.555390,P,C,CON,,,,,,
113172,M,113172,ATUNSULLA,10,15,,,,CON,,,,,-74.583060,,"4,136",,,-13.332500,P,C,CON,,,,,,
113173,M,113173,CHONTACA,08,11,,,,CON,,,,,-74.045000,,"3,498",,,-13.282500,F,C,,,,,,,
113174,M,113174,TINTAYPAMPA,08,15,,,,CON,,,,,-73.979720,,"4,101",,,-13.399720,P,C,CON,,,,,,
113175,M,113175,TAMBOBAMBA,08,15,,,,CON,,,,,-74.116670,,"3,050",,,-13.158330,F,C,CON,,,,,,
113176,M,113176,HUAYCHAO,08,15,,,,CON,,,,,-74.031110,,"3,326",,,-13.167500,F,C,CON,,,,,,
113177,M,113177,CAIRAMAYO,08,15,,,,CON,,,,,-74.151670,,"3,585",,,-13.271670,P,C,CON,,,,,,
113178,M,113178,JOLLCCA,10,15,,,,CON,,,,,-73.968890,,"3,746",,,-13.144720,P,C,CON,,,,,,
113179,M,113179,CHILICRUZ,10,15,,,,CON,,,,,-74.270000,,"3,581",,,-13.383890,F,C,CON,,,,,,
47286774,M2,47286774,CUCHOQUESERA,10,17,,,,CON,,,,,-74.344530,,"3,750",,,-13.431830,P,A,VAI,,,,,,
4725B27A,M1,472020D8,PAUCARAY,10,17,,,,SEN,,,,,-73.638330,,"3,106",,,-14.043610,P,A,SUT,,,,,,
472501F4,H,47226626,BALSAS,13,22,,,,SEN,,,,,-78.030250,,871,,,-6.844610,F,A,SUT,,,,,,
472811E4,M2,4723B2B4,CHALLACA,35,17,,,,SEN,,,,,-75.382100,,"1,802",,,-13.790500,F,A,SUT,,,,,,
113136,M,156224,CUNYAC,09,15,,,,SEN,,,,,-72.575940,,"1,854",,,-13.563340,F,C,CON,,,,,,
47255188,M1,4723A1C2,OCUCAJE,35,17,,,,SEN,,,,,-75.682060,,324,,,-14.378390,F,A,SUT,,,,,,
4727319A,M,4727319A,QUIRUVILCA,11,17,,,,SEN,,,,,-78.307900,,"4,047",,,-8.004190,F,A,SUT,,,,,,
111164,M,111164,UNIVERSIDAD DE HUACHO,23,12,,,,CON,,,,,-77.605940,,37,,,-11.123870,C,C,CON,,,,,,
472722EC,M,472722EC,HUANCAVELICA,08,17,,,,SEN,,,,,-75.012370,,"3,715",,,-12.771630,F,A,SUT,,,,,,
112194,M,112194,CAMPO DE MARTE,26,20,,,,SEN,,,,,-77.043220,,117,,,-12.070540,F,A,AMB,,,,,,
472A6280,H,472A6280,NUEVO PISAC,,22,,,,SEN,,,,,-71.853880,,"2,966",,,-13.422640,F,A,SUT,,,,,,
472D23BE,H,472D23BE,OCOn,43,22,,,,SEN,,,,,-73.114500,,23,,,-16.427000,F,A,SUT,,,,,,
112234,M,112234,PERUBAR,,17,,,,,,,,,-77.127360,,30,,,-12.042020,P,A,DAV,,,,,,
472AD10E,M2,472AD10E,INIA CANAAN,,17,,,,CON,,,,,-74.198890,,"2,780",,,-13.166780,P,A,SUT,,,,,,
4AD0E33A,M2,4AD0E33A,TINGUA,,17,,,,UNAS,,,,,-77.707620,,"2,526",,,-9.185530,F,A,SUT,,,,,,
112201,M,,QUILLABAMBA,03,21,,,,SEN,,,,,-72.691940,,"1,599",,,-12.691940,C,A,SUT,,,,,,
4AD0F04C,M2,4AD0F04C,QUILLCAYHUANCA,,17,,,,UNAS,,,,,-77.446430,,"3,873",,,-9.476830,F,A,SUT,,,,,,
4727D268,M2,4727D268,SANTA TERESA,03,17,,,,MACH,,,,,-72.592400,,"1,491",,,-13.131910,P,A,VAI,,,,,,
4727C11E,M,4727C11E,HUAYLLABAMBA,03,17,,,,SEN,,,,,-72.448810,,"2,995",,,-13.265810,F,A,VAI,,,,,,
472852EE,M2,472852EE,INTIHUATANA M,03,17,,,,MACH,,,,,-72.560360,,"1,778",,,-13.174180,F,A,VAI,,,,,,
113210,M2,00113210,ANDAHUAYLAS,,17,,,,COR,,,,,-73.350000,,"3,444",,,-13.716670,F,A,,,,,,,
472897F0,M,472897F0,MACHUPICCHU,03,17,,,,MACH,,,,,-72.545850,,"2,399",,,-13.166550,P,A,VAI,,,,,,
114116,M2,00114116,NAZCA,,17,,,,COR,,,,,-74.911390,,543,,,-14.853890,F,A,,,,,,,
472935F2,H,472935F2,INTIHUATANA H,03,18,,,,SEN,,,,,-72.523190,,"1,787",,,-13.185170,F,A,VAI,,,,,,
47295014,M,47295014,OLLANTAYTAMBO,03,17,,,,SEN,,,,,-72.263310,,"2,851",,,-13.258000,C,A,VAI,,,,,,
4729658E,M2,4729658E,SAN PABLO,03,17,,,,MACH,,,,,-72.619880,,"1,228",,,-13.025060,F,A,VAI,,,,,,
472976F8,M,472976F8,CALCA,03,17,,,,SEN,,,,,-71.955240,,"2,921",,,-13.333330,F,A,VAI,,,,,,
4729867C,M,4729867C,QORIHUAYRACHINA,03,17,,,,MACH,,,,,-72.433830,,"2,517",,,-13.224190,F,A,VAI,,,,,,
110136,M2,00110136,ATALAYA,,17,,,,COR,,,,,-73.783330,,450,,,-10.733330,F,A,,,,,,,
111167,M2,00111167,JAUJA,,17,,,,COR,,,,,-75.473970,,"3,357",,,-11.784030,F,A,,,,,,,
111168,M2,00111168,MAZAMARI,,17,,,,COR,,,,,-74.535560,,685,,,-11.325280,F,A,,,,,,,
111169,M2,00111169,MALVINAS,,17,,,,COR,,,,,-72.943760,,382,,,-11.844170,F,A,,,,,,,
112204,M2,00112204,KITENI,,17,,,,COR,,,,,-73.056670,,760,,,-12.648890,F,A,,,,,,,
112205,M2,00112205,LAS PALMAS-DIRMA,,17,,,,COR,,,,,-76.999700,,50,,,-12.150870,F,A,,,,,,,
117056,M2,00117056,ILO,,17,,,,COR,,,,,-71.343890,,77,,,-17.695000,F,A,,,,,,,
47279162,M2,47279162,OCOn,,17,,,,SEN,,,,,-73.100280,,270,,,-16.433610,C,A,SUT,,,,,,
105127,M2,00105127,JAEN,13,17,,,,COR,,,,,-78.773580,,756,,,-5.595030,P,A,,,,,,,
472AA79E,M2,472AA79E,MARCAPOMACOCHA,08,17,,,,SEN,,,,,-76.325310,,"4,443",,,-11.404670,C,A,SIA,,,,,,
472AE494,H,472AE494,SANTA ROSA CHAPIMARCA,09,18,,,,GAPU,,,,,-73.174810,,"2,263",,,-13.991830,F,A,VAI,,,,,,
111175,M,111175,SAN MATEO DE HUANCHOR,26,15,,,,SEN,,,,,-76.301000,,"3,155",,,-11.760170,F,C,CON,,,,,,
472AF7E2,H,472AF7E2,PUNANQUI,09,18,,,,GAPU,,,,,-72.100470,,"2,701",,,-13.951390,F,A,VAI,,,,,,
213300,H,213300,CONTA PSI,33,18,,,,PSI1,,,,,-75.975110,,313,,,-13.439460,P,A,VAI,,,,,,
4722F344,H,4722F344,LA TRANCA PSI,49,18,,,,PSI1,,,,,-70.471780,,629,,,-17.743130,F,A,VAI,,,,,,
251100,H,231302,FLOR DE PUNGA,11,06,,,,SEN,,,,,-74.156900,,103,,,-5.407700,F,C,CON,,,,,,
111156,M2,PLC51111,MALVINAS,03,17,,,,COGA,,,,,-72.943760,,382,,,-11.844170,P,A,GLO,,,,,,
112179,M2,112179,HOSPITAL CENTRAL FAP,26,17,,,,SEN,,,,,-77.029720,,158,,,-12.103720,P,A,SIA,,,,,,
107101,M,153350,HUAYABAMBA,05,15,,,,SEN,,,,,-76.734900,,285,,,-7.263600,F,C,CON,,,,,,
220001,H,220118,PLUS PETROL,03,06,,,,SEN,,,,,-74.666670,,177,,,-3.066670,C,C,CON,,,,,,
113157,M,113157,HUAMANGA,08,11,,,,CON,,,,,-74.219780,,"2,782",,,-13.148250,P,C,CON,,,,,,
113158,M,113158,ALLPACHACA,08,11,,,,CON,,,,,-74.268890,,"3,550",,,-13.388610,P,C,CON,,,,,,
113159,M,113159,CHIARA,08,11,,,,CON,,,,,-74.205500,,"3,484",,,-13.268780,P,C,CON,,,,,,
113160,M,113160,SACHABAMBA,10,11,,,,CON,,,,,-74.100720,,"3,543",,,-13.460610,P,C,CON,,,,,,
113161,M,113161,PUCALOMA,08,11,,,,CON,,,,,-74.299280,,"3,466",,,-13.205890,P,C,CON,,,,,,
113162,M,113162,TAMBILLO,08,11,,,,CON,,,,,-74.106330,,"3,343",,,-13.218500,P,C,CON,,,,,,
113163,M,113163,CUCHOQUESERA,08,11,,,,CON,,,,,-74.344530,,"3,750",,,-13.431830,P,C,CON,,,,,,
113164,M,113164,PUTACA,08,11,,,,CON,,,,,-74.353640,,"3,550",,,-13.394170,P,C,CON,,,,,,
112190,M,112190,HUANTA GORE,08,11,,,,CON,,,,,-74.233280,,"2,735",,,-12.947500,P,C,CON,,,,,,
113165,M,113165,SAN PEDRO DE QUICATO,08,11,,,,CON,,,,,-74.026080,,"3,513",,,-13.295610,P,C,CON,,,,,,
114110,M,114110,CUSCO UV,,20,,,,SEN,,,,,-71.950730,,"3,329",,,-13.527770,F,A,SLI,,,,,,
113193,M,113193,LOS MOROCHUCOS,10,11,,,,CON,,,,,-74.193610,,"4,173",,,-13.902500,P,C,CON,,,,,,
4729A090,M,4729A090,SANTO TOMAS,,17,,,,SEN,,,,,-72.096450,,"3,671",,,-14.448960,F,A,VAI,,,,,,
472A1410,M,472A1410,CASACCANCHA,,17,,,,SEN,,,,,-72.298320,,"4,033",,,-13.989230,F,A,VAI,,,,,,
111174,M,111174,ACOPALCA,08,11,,,,SEN,,,,,-75.103500,,"3,897",,,-11.987300,F,C,CON,,,,,,
472B059C,M,472B059C,ANTABAMBA,09,17,,,,GORE,,,,,-72.856280,,"3,845",,,-14.384830,F,A,VAI,,,,,,
472B16EA,M,472b16ea,HUACULLO,09,17,,,,GAPU,,,,,-72.572750,,"4,672",,,-14.652890,F,A,VAI,,,,,,
472A0766,M,472A0766,VILLA MARIA DEL TRIUNFO,26,17,,,,SEN,,,,,-76.920000,,272,,,-12.166390,C,A,VAI,,,,,,
117058,M,117058,PROTER SAMA,49,11,,,,CON,,,,,-70.507180,,558,,,-17.790510,C,C,CON,,,,,,
111276,M,111276,HUILPAS,26,21,,,,SEN,,,,,-76.355690,,"3,318",,,-11.864610,C,A,DAV,,,,,,
111205,M,111205,KUTOSHICA,26,21,,,,SEN,,,,,-76.358170,,"3,318",,,-11.866280,C,A,DAV,,,,,,
111178,M,111178,SOCA,26,21,,,,SEN,,,,,-76.360420,,"3,135",,,-11.859170,C,A,DAV,,,,,,
4727A4F8,M1,4727A4F8,PUERTO INCA,02,17,,,,SEN,,,,,-74.963760,,212,,,-9.385100,F,A,SUT,,,,,,
4727F484,M2,4727F484,CHUGUR,07,17,,,,SEN,,,,,-78.738000,,"2,748",,,-6.668780,F,A,SUT,,,,,,
4727470A,H,4727470A,PUENTE CHILETE,09,22,,,,SEN,,,,,-78.837980,,854,,,-7.219680,F,A,SUT,,,,,,
112208,M,112208,SANTA ANITA,26,17,,,,SEN,,,,,-76.971440,,253,,,-12.043020,F,A,SIA,,,,,,
111280,M,111280,MATARA MINAG,26,21,,,,CON,,,,,-76.363140,,"3,037",,,-11.858470,C,A,DAV,,,,,,
114117,M,114117,AYMARAES,09,11,,,,SEN,,,,,-73.251680,,"2,964",,,-14.290560,F,C,CON,,,,,,
113225,M,113235,GRANJA SAN ANTONIO,09,13,,,,SEN,,,,,-72.856900,,"2,772",,,-13.604900,F,C,CON,,,,,,
112263,M,112263,PUENTE BREn,08,15,,,,SEN,,,,,-75.240400,,"3,194",,,-12.052100,F,C,CON,,,,,,
111281,M,111281,RIO TULUMAYO,05,15,,,,SEN,,,,,-75.334800,,939,,,-11.209100,F,C,CON,,,,,,
211001,H,211001,SALINAR,10,18,,,,SEN,,,,,-78.961090,,355,,,-7.660690,F,A,VAI,,,,,,
108080,M,108080,CANAL RAMOS MINAG,12,11,,,,CON,,,,,-78.823140,,42,,,-8.446110,P,C,CON,,,,,,
211301,H,211301,CHAO I MINAG,13,06,,,,CON,,,,,-78.597500,,267,,,-8.336940,P,C,CON,,,,,,
211201,H,211201,HUACAPONGO MINAG,12,06,,,,CON,,,,,-78.666940,,280,,,-8.416940,P,C,CON,,,,,,
107127,M,107127,VIRGEN DE LA PUERTA MINAG,11,11,,,,CON,,,,,-78.566940,,"2,620",,,-7.900280,P,C,CON,,,,,,
108102,M,108102,VIRU MINAG,12,11,,,,CON,,,,,-78.764500,,103,,,-8.396440,P,C,CON,,,,,,
210908,H,210908,YONAN MINAG,09,06,,,,CON,,,,,-79.101140,,442,,,-7.255540,P,C,CON,,,,,,
111282,M,111282,HUILLPA,26,21,,,,CON,,,,,-76.356860,,"3,263",,,-11.865140,C,A,DAV,,,,,,
472D8346,M,472D8346,CALLANCAS,10,17,,,,SEN,,,,,-78.477290,,"1,501",,,-7.767500,F,A,VAI,,,,,,
472DD33A,M,472DD33A,PUNO,05,17,,,,SEN,,,,,-70.012080,,"3,812",,,-15.826250,F,A,VAI,,,,,,
472CC2B6,M,472CC2B6,MARMOT,10,17,,,,SEN,,,,,-78.667250,,"2,914",,,-7.763500,F,A,VAI,,,,,,
472EC742,M,472EC742,SAN MATEO DE OTAO,26,17,,,,SEN,,,,,-76.563590,,"3,506",,,-11.847000,F,A,VAI,,,,,,
220907,H,220907,NARANJITO,09,18,,,,SEN,,,,,-78.275980,,500,,,-5.819680,F,A,VAI,,,,,,
472B2370,H,472B2370,MAGUNCHAL,09,18,,,,SEN,,,,,-78.188760,,616,,,-5.889870,F,A,VAI,,,,,,
472B55E0,H,472B55E0,PUENTE SALINAS AMOJAO,00,18,,,,SEN,,,,,-78.489400,,381,,,-5.450960,F,A,VAI,,,,,,
220215,H,220215,SAN JACINTO,01,06,,,,CON,,,,,-75.728240,,152,,,-2.516720,P,C,CON,,,,,,
47E100AA,H,47E100AA,LAGUNA VILACOTA,09,18,,,,ANA,,,,,-70.030950,,"4,465",,,-17.163420,F,A,SIA,,,,,,
109090,M,109090,EL BOQUERON,01,11,,,,SEN,,,,,-74.866110,,206,,,-8.582500,F,C,CON,,,,,,
212601,H,212601,SHEQUE EDEGEL,26,18,,,,EDEG,,,,,-76.502470,,"3,195",,,-11.662080,P,A,CAM,,,,,,
47E13530,H,47E13530,CERRO BLANCO,50,18,,,,ANA,,,,,-70.152310,,890,,,-17.968730,F,A,SIA,,,,,,
47E1763A,H,47E1763A,SALIDA TUNEL KOVIRE,48,18,,,,SEN,,,,,-70.008540,,"4,360",,,-17.238040,F,A,SIA,,,,,,
47E1B324,H,47E1B324,REPRESA JARUMAS,49,18,,,,ANA,,,,,-69.948630,,"4,516",,,-17.369200,F,A,SIA,,,,,,
47E26242,H,47E26242,BOLLADERO,45,18,,,,ANA,,,,,-72.008860,,994,,,-16.589890,F,A,S+M,,,,,,
47E2B42A,M,47E2B42A,BOCATOMA EL AYRO,50,17,,,,ANA,,,,,-69.626730,,"4,260",,,-17.580190,F,A,S+M,,,,,,
47E3903C,M,47E3903C,CRUCERO ALTO,44,17,,,,ANA,,,,,-70.911000,,"4,511",,,-15.764480,F,A,SIA,,,,,,
47E3A5A6,M,47E3A5A6,HUANCA,45,17,,,,ANA,,,,,-71.881080,,"3,065",,,-16.034580,F,A,SIA,,,,,,
472182DA,H,472182DA,PUENTE CAHUA,21,18,,,,SEN,,,,,-77.343880,,809,,,-10.605970,F,A,SUT,,,,,,
107129,M,107129,HUARANCHAL,10,20,,,,SEN,,,,,-78.402200,,"3,325",,,-7.670800,C,A,VAI,,,,,,
112267,M,112267,SAN JUAN DE LURIGANCHO,26,17,,,,SEN,,,,,-76.999250,,240,,,-11.981640,F,A,CAM,,,,,,
112266,M,112266,HUACHIPA,26,17,,,,SEN,,,,,-76.948600,,294,,,-12.017100,F,A,CAM,,,,,,
472FF022,M,472FF022,SAPILLICA,04,17,,,,ANA,,,,,-79.999720,,"1,406",,,-4.796390,P,A,SIA,,,,,,
47E01126,H,47E01126,CABO INGA,02,18,,,,SEN,,,,,-80.399380,,160,,,-3.978730,F,A,S+M,,,,,,
472F50DA,M,472F50DA,EL VIRREY,06,17,,,,SEN,,,,,-79.984160,,211,,,-5.535790,P,A,SIA,,,,,,
47E074C0,H,47E074C0,HACIENDA BARRIOS,05,18,,,,SEN,,,,,-79.699090,,303,,,-5.289500,F,A,SIA,,,,,,
472F86B2,M,472F86B2,CANCHAQUE,05,17,,,,SEN,,,,,-79.605200,,"1,270",,,-5.400550,P,A,S+M,,,,,,
47E0C74E,H,47E0C74E,PUENTE MACARA,04,18,,,,SEN,,,,,-79.964120,,385,,,-4.393380,F,A,SUT,,,,,,
472C14DE,H,472C14DE,SHEQUE SEDAPAL,26,18,,,,CON,,,,,-76.507500,,"3,150",,,-11.653330,F,A,SUT,,,,,,
